set_num,last_6_months_new_total_lots,last_6_months_new_total_qty,last_6_months_new_min_price,last_6_months_new_avg_price,last_6_months_new_qty_avg_price,last_6_months_new_max_price,last_6_months_used_total_lots,last_6_months_used_total_qty,last_6_months_used_min_price,last_6_months_used_avg_price,last_6_months_used_qty_avg_price,last_6_months_used_max_price,current_new_total_lots,current_new_total_qty,current_new_min_price,current_new_avg_price,current_new_qty_avg_price,current_new_max_price,current_used_total_lots,current_used_total_qty,current_used_min_price,current_used_avg_price,current_used_qty_avg_price,current_used_max_price
224-1,,,,,,,,,,,,,,,,,,,,,,,,
101-3,,,,,,,3,3,3,US $18.27,US $18.27,US $21.67,1,1,1,US $86.89,US $86.89,US $86.89,3,3,3,US $18.32,US $18.32,US $27.29
111-2,,,,,,,2,2,2,US $67.91,US $67.91,US $82.50,,,,,,,3,3,3,US $58.86,US $58.86,US $99.00
112-2,,,,,,,,,,,,,,,,,,,5,6,5,US $92.84,US $101.50,US $144.78
113-2,,,,,,,3,3,3,US $227.08,US $227.08,US $326.25,,,,,,,5,5,5,US $344.72,US $344.72,US $380.14
114-2,,,,,,,1,1,1,US $168.74,US $168.74,US $168.74,,,,,,,,,,,,
115-2,,,,,,,1,1,1,US $110.46,US $110.46,US $110.46,,,,,,,3,3,3,US $214.10,US $214.10,US $293.25
120-2,,,,,,,1,1,1,US $48.75,US $48.75,US $48.75,,,,,,,3,3,3,US $61.00,US $61.00,US $95.00
150-1,1,1,1,US $10.87,US $10.87,US $10.87,4,5,4,US $5.75,US $6.41,US $9.08,1,1,1,US $120.00,US $120.00,US $120.00,15,130,15,US $9.11,US $3.01,US $25.68
151-1,,,,,,,2,2,2,US $6.16,US $6.16,US $6.25,1,1,1,US $120.00,US $120.00,US $120.00,19,145,19,US $8.83,US $3.95,US $21.72
152-1,,,,,,,,,,,,,3,3,3,US $60.38,US $60.38,US $108.37,1,1,1,US $21.72,US $21.72,US $21.72
153-1,,,,,,,,,,,,,1,3,1,US $70.60,US $70.60,US $70.60,4,6,4,US $10.97,US $12.18,US $27.15
205-3,,,,,,,,,,,,,1,1,1,US $350.00,US $350.00,US $350.00,4,4,4,US $46.05,US $46.05,US $72.23
285-1,,,,,,,,,,,,,,,,,,,3,3,3,US $55.00,US $55.00,US $59.99
301-2,,,,,,,,,,,,,,,,,,,,,,,,
313-1,,,,,,,1,1,1,US $49.75,US $49.75,US $49.75,,,,,,,2,2,2,US $82.79,US $82.79,US $122.19
325-3,,,,,,,1,1,1,US $426.96,US $426.96,US $426.96,,,,,,,7,7,7,US $193.09,US $193.09,US $434.43
375-1,,,,,,,,,,,,,,,,,,,3,3,3,US $73.00,US $73.00,US $125.00
400-3,,,,,,,,,,,,,1,1,1,US $12.63,US $12.63,US $12.63,1,1,1,US $10.79,US $10.79,US $10.79
401-2,,,,,,,,,,,,,1,4,1,US $16.29,US $16.29,US $16.29,1,2,1,US $7.82,US $7.82,US $7.82
402-3,,,,,,,,,,,,,,,,,,,3,3,3,US $16.68,US $16.68,US $21.72
403-3,,,,,,,1,1,1,US $10.83,US $10.83,US $10.83,,,,,,,2,2,2,US $11.21,US $11.21,US $12.41
414-3,,,,,,,,,,,,,,,,,,,,,,,,
414-4,,,,,,,,,,,,,,,,,,,,,,,,
414-5,,,,,,,,,,,,,,,,,,,2,2,2,US $20.64,US $20.64,US $21.72
414-6,,,,,,,,,,,,,,,,,,,1,1,1,US $21.72,US $21.72,US $21.72
415-1,,,,,,,,,,,,,,,,,,,,,,,,
415-2,,,,,,,,,,,,,,,,,,,,,,,,
416-1,,,,,,,,,,,,,,,,,,,,,,,,
416-2,,,,,,,,,,,,,,,,,,,,,,,,
417-2,,,,,,,,,,,,,,,,,,,,,,,,
417-3,,,,,,,,,,,,,,,,,,,3,3,3,US $20.94,US $20.94,US $43.44
417-4,,,,,,,,,,,,,,,,,,,2,2,2,US $41.14,US $41.14,US $62.27
418-2,,,,,,,,,,,,,,,,,,,1,1,1,US $6.35,US $6.35,US $6.35
418-3,,,,,,,,,,,,,,,,,,,1,1,1,US $20.00,US $20.00,US $20.00
419-2,,,,,,,,,,,,,,,,,,,1,1,1,US $25.38,US $25.38,US $25.38
419-3,1,1,1,US $18.14,US $18.14,US $18.14,,,,,,,,,,,,,,,,,,
420-3,,,,,,,,,,,,,,,,,,,1,1,1,US $25.38,US $25.38,US $25.38
420-4,,,,,,,,,,,,,,,,,,,,,,,,
421-1,2,2,2,US $18.14,US $18.14,US $18.14,,,,,,,,,,,,,,,,,,
421-2,,,,,,,,,,,,,,,,,,,2,3,2,US $19.04,US $19.04,US $19.04
421-3,,,,,,,,,,,,,,,,,,,,,,,,
422-1,2,2,2,US $18.14,US $18.14,US $18.14,,,,,,,1,1,1,US $32.58,US $32.58,US $32.58,,,,,,
422-2,,,,,,,,,,,,,,,,,,,,,,,,
423-2,,,,,,,,,,,,,,,,,,,,,,,,
423-3,,,,,,,,,,,,,,,,,,,5,5,5,US $14.14,US $14.14,US $32.58
423-4,,,,,,,,,,,,,,,,,,,1,1,1,US $21.72,US $21.72,US $21.72
424-1,,,,,,,,,,,,,,,,,,,,,,,,
426-1,,,,,,,,,,,,,2,2,2,US $48.87,US $48.87,US $54.31,1,1,1,US $40.00,US $40.00,US $40.00
426-2,,,,,,,,,,,,,,,,,,,,,,,,
430-2,,,,,,,,,,,,,,,,,,,1,1,1,US $108.61,US $108.61,US $108.61
430-3,,,,,,,,,,,,,,,,,,,,,,,,
431-1,,,,,,,,,,,,,,,,,,,2,2,2,US $63.46,US $63.46,US $107.88
431-2,,,,,,,,,,,,,,,,,,,,,,,,
432-1,,,,,,,,,,,,,,,,,,,2,2,2,US $62.45,US $62.45,US $76.03
432-2,,,,,,,,,,,,,,,,,,,,,,,,
433-1,,,,,,,,,,,,,1,1,1,US $124.99,US $124.99,US $124.99,1,2,1,US $108.61,US $108.61,US $108.61
434-1,,,,,,,,,,,,,,,,,,,,,,,,
435-2,,,,,,,1,1,1,US $10.00,US $10.00,US $10.00,,,,,,,3,3,3,US $10.12,US $10.12,US $12.50
437-1,,,,,,,,,,,,,,,,,,,4,6,4,US $37.62,US $35.66,US $54.31
445-2,,,,,,,,,,,,,,,,,,,1,1,1,US $65.17,US $65.17,US $65.17
451-1,,,,,,,1,1,1,US $3.28,US $3.28,US $3.28,,,,,,,2,8,2,US $1.84,US $2.00,US $2.05
452-2,,,,,,,,,,,,,,,,,,,1,1,1,US $10.86,US $10.86,US $10.86
453-2,,,,,,,,,,,,,,,,,,,,,,,,
454-2,,,,,,,,,,,,,,,,,,,1,1,1,US $0.49,US $0.49,US $0.49
455-2,,,,,,,,,,,,,,,,,,,,,,,,
456-2,,,,,,,,,,,,,,,,,,,,,,,,
456-3,,,,,,,,,,,,,,,,,,,,,,,,
457-1,,,,,,,,,,,,,,,,,,,,,,,,
458-1,,,,,,,,,,,,,,,,,,,,,,,,
459-1,,,,,,,,,,,,,,,,,,,,,,,,
460-2,,,,,,,,,,,,,,,,,,,1,31,1,US $0.15,US $0.15,US $0.15
461-1,,,,,,,,,,,,,,,,,,,,,,,,
462-2,,,,,,,,,,,,,,,,,,,,,,,,
463-1,,,,,,,,,,,,,,,,,,,,,,,,
464-1,,,,,,,,,,,,,,,,,,,1,1,1,US $7.36,US $7.36,US $7.36
470-1,,,,,,,,,,,,,1,1,1,US $50.00,US $50.00,US $50.00,,,,,,
471-1,,,,,,,,,,,,,,,,,,,1,2,1,US $15.21,US $15.21,US $15.21
480-4,,,,,,,,,,,,,,,,,,,,,,,,
480-5,,,,,,,,,,,,,,,,,,,,,,,,
480-6,,,,,,,,,,,,,1,7,1,US $25.00,US $25.00,US $25.00,1,1,1,US $15.00,US $15.00,US $15.00
480-7,,,,,,,,,,,,,,,,,,,,,,,,
481-3,,,,,,,,,,,,,,,,,,,,,,,,
481-4,,,,,,,,,,,,,,,,,,,1,1,1,US $31.73,US $31.73,US $31.73
481-5,,,,,,,,,,,,,1,7,1,US $20.00,US $20.00,US $20.00,1,1,1,US $15.00,US $15.00,US $15.00
481-6,,,,,,,,,,,,,,,,,,,,,,,,
482-3,,,,,,,,,,,,,,,,,,,,,,,,
482-4,,,,,,,,,,,,,,,,,,,,,,,,
483-4,,,,,,,,,,,,,,,,,,,1,1,1,US $22.85,US $22.85,US $22.85
483-5,,,,,,,,,,,,,,,,,,,,,,,,
485-2,,,,,,,1,1,1,US $15.00,US $15.00,US $15.00,1,3,1,US $21.71,US $21.71,US $21.71,1,2,1,US $15.00,US $15.00,US $15.00
487-2,,,,,,,1,1,1,US $18.21,US $18.21,US $18.21,1,1,1,US $43.44,US $43.44,US $43.44,,,,,,
488-1,,,,,,,,,,,,,1,1,1,US $108.61,US $108.61,US $108.61,,,,,,
489-1,,,,,,,,,,,,,2,2,2,US $108.61,US $108.61,US $108.61,,,,,,
490-2,1,1,1,US $65.00,US $65.00,US $65.00,,,,,,,,,,,,,,,,,,
491-2,1,1,1,US $130.91,US $130.91,US $130.91,,,,,,,,,,,,,1,1,1,US $108.61,US $108.61,US $108.61
492-2,,,,,,,,,,,,,,,,,,,1,1,1,US $46.57,US $46.57,US $46.57
493-2,,,,,,,,,,,,,,,,,,,,,,,,
494-2,,,,,,,,,,,,,2,2,2,US $32.93,US $32.93,US $49.99,1,1,1,US $16.29,US $16.29,US $16.29
501-3,,,,,,,,,,,,,,,,,,,,,,,,
601-3,,,,,,,,,,,,,,,,,,,2,2,2,US $472.46,US $472.46,US $597.36
649-2,,,,,,,,,,,,,1,5,1,US $434.44,US $434.44,US $434.44,,,,,,
695-2,,,,,,,1,1,1,US $927.17,US $927.17,US $927.17,,,,,,,,,,,,
696-2,,,,,,,,,,,,,,,,,,,1,1,1,US $733.12,US $733.12,US $733.12
700-1,,,,,,,,,,,,,,,,,,,7,12,7,US $3.46,US $3.67,US $4.50
704-2,,,,,,,,,,,,,,,,,,,2,2,2,US $187.50,US $187.50,US $200.00
710-2,,,,,,,,,,,,,,,,,,,,,,,,
800-3,,,,,,,,,,,,,,,,,,,,,,,,
820-2,,,,,,,,,,,,,,,,,,,,,,,,
821-2,,,,,,,,,,,,,,,,,,,1,1,1,US $108.61,US $108.61,US $108.61
822-2,,,,,,,,,,,,,,,,,,,,,,,,
823-1,,,,,,,,,,,,,,,,,,,,,,,,
1069-1,1,1,1,US $27.31,US $27.31,US $27.31,,,,,,,,,,,,,1,1,1,US $6.95,US $6.95,US $6.95
1070-1,,,,,,,1,1,1,US $4.50,US $4.50,US $4.50,1,1,1,US $2.50,US $2.50,US $2.50,2,2,2,US $3.31,US $3.31,US $5.00
1076-1,,,,,,,,,,,,,1,1,1,US $109.90,US $109.90,US $109.90,2,2,2,US $28.92,US $28.92,US $30.68
1088-1,,,,,,,1,1,1,US $7.00,US $7.00,US $7.00,1,1,1,US $13.13,US $13.13,US $13.13,7,8,7,US $4.10,US $4.47,US $8.99
1094-1,3,3,3,US $25.00,US $25.00,US $25.00,2,2,2,US $9.89,US $9.89,US $11.11,8,13,8,US $114.71,US $97.03,US $199.00,3,3,3,US $10.28,US $10.28,US $11.42
1095-1,2,2,2,US $23.50,US $23.50,US $25.00,1,1,1,US $9.99,US $9.99,US $9.99,,,,,,,,,,,,
1096-1,,,,,,,,,,,,,2,2,2,US $72.50,US $72.50,US $75.00,3,3,3,US $6.41,US $6.41,US $10.00
1097-1,,,,,,,,,,,,,,,,,,,1,1,1,US $6.99,US $6.99,US $6.99
1098-1,,,,,,,,,,,,,1,1,1,US $19.99,US $19.99,US $19.99,2,2,2,US $2.63,US $2.63,US $3.26
1099-1,,,,,,,1,1,1,US $14.18,US $14.18,US $14.18,8,11,8,US $38.84,US $40.61,US $60.00,5,5,5,US $15.14,US $15.14,US $21.61
1106-2,,,,,,,,,,,,,,,,,,,,,,,,
1127-1,1,1,1,US $17.43,US $17.43,US $17.43,,,,,,,9,11,9,US $20.84,US $20.50,US $65.37,10,11,10,US $4.72,US $4.62,US $8.00
1128-1,1,1,1,US $10.93,US $10.93,US $10.93,,,,,,,13,21,13,US $14.55,US $15.94,US $22.44,5,5,5,US $3.74,US $3.74,US $7.00
1129-1,,,,,,,,,,,,,,,,,,,,,,,,
1180-1,,,,,,,,,,,,,3,3,3,US $46.52,US $46.52,US $60.00,5,5,5,US $5.53,US $5.53,US $6.67
1181-1,,,,,,,,,,,,,3,3,3,US $40.27,US $40.27,US $51.32,4,4,4,US $9.87,US $9.87,US $16.29
1182-1,,,,,,,,,,,,,4,4,4,US $37.66,US $37.66,US $43.43,3,3,3,US $9.31,US $9.31,US $12.17
1183-1,4,4,4,US $46.05,US $46.05,US $53.53,4,4,4,US $19.99,US $19.99,US $24.66,3,3,3,US $48.17,US $48.17,US $65.17,13,13,13,US $22.31,US $22.31,US $32.58
1184-1,1,1,1,US $37.21,US $37.21,US $37.21,2,2,2,US $5.23,US $5.23,US $5.48,1,1,1,US $38.00,US $38.00,US $38.00,4,4,4,US $10.47,US $10.47,US $13.03
1185-1,1,1,1,US $25.25,US $25.25,US $25.25,2,2,2,US $12.44,US $12.44,US $15.35,,,,,,,2,2,2,US $15.27,US $15.27,US $15.34
1186-1,1,1,1,US $41.65,US $41.65,US $41.65,2,2,2,US $16.35,US $16.35,US $16.45,1,1,1,US $39.00,US $39.00,US $39.00,10,11,10,US $14.65,US $14.70,US $17.43
1187-1,,,,,,,1,1,1,US $10.46,US $10.46,US $10.46,2,18,2,US $34.64,US $33.15,US $36.32,3,3,3,US $9.51,US $9.51,US $10.85
1188-1,2,2,2,US $17.90,US $17.90,US $22.32,1,1,1,US $10.00,US $10.00,US $10.00,,,,,,,4,5,4,US $5.89,US $5.58,US $10.00
1189-1,1,1,1,US $13.47,US $13.47,US $13.47,,,,,,,,,,,,,1,1,1,US $9.77,US $9.77,US $9.77
1190-1,2,2,2,US $14.85,US $14.85,US $16.23,,,,,,,,,,,,,1,3,1,US $15.00,US $15.00,US $15.00
1191-1,2,2,2,US $17.90,US $17.90,US $22.32,,,,,,,,,,,,,2,5,2,US $10.58,US $13.23,US $15.00
1192-1,,,,,,,,,,,,,,,,,,,1,1,1,US $40.00,US $40.00,US $40.00
1193-1,,,,,,,,,,,,,,,,,,,,,,,,
1194-1,,,,,,,,,,,,,,,,,,,,,,,,
1246-1,3,4,3,US $9.15,US $10.11,US $12.99,2,2,2,US $4.41,US $4.41,US $5.00,8,12,8,US $16.93,US $16.83,US $30.63,7,9,7,US $3.79,US $3.63,US $5.00
1247-1,4,5,4,US $10.59,US $10.07,US $16.48,4,5,4,US $4.21,US $3.91,US $5.00,6,8,6,US $10.92,US $10.94,US $15.00,8,11,8,US $4.01,US $3.87,US $5.00
1248-1,3,5,3,US $10.09,US $9.85,US $11.32,3,3,3,US $4.93,US $4.93,US $5.40,6,12,6,US $14.60,US $14.18,US $30.63,6,6,6,US $5.71,US $5.71,US $6.68
1249-1,5,6,5,US $7.81,US $7.44,US $9.99,2,2,2,US $5.23,US $5.23,US $5.47,9,12,9,US $16.82,US $17.03,US $20.00,9,11,9,US $6.28,US $5.80,US $14.36
1250-1,4,4,4,US $9.60,US $9.60,US $10.99,4,4,4,US $3.42,US $3.42,US $5.40,9,25,9,US $11.13,US $10.68,US $14.99,10,10,10,US $4.14,US $4.14,US $7.34
1251-1,3,3,3,US $15.39,US $15.39,US $19.90,2,2,2,US $3.54,US $3.54,US $3.83,7,8,7,US $22.65,US $22.31,US $45.26,5,5,5,US $4.65,US $4.65,US $11.01
1252-1,5,5,5,US $41.47,US $41.47,US $45.82,2,2,2,US $12.40,US $12.40,US $15.00,6,6,6,US $63.33,US $63.33,US $130.33,9,9,9,US $15.29,US $15.29,US $20.00
1253-1,,,,,,,5,5,5,US $6.72,US $6.72,US $8.16,11,20,11,US $35.62,US $31.74,US $60.00,14,15,14,US $11.60,US $11.52,US $30.00
1254-1,3,3,3,US $46.20,US $46.20,US $59.95,3,3,3,US $16.72,US $16.72,US $18.37,6,11,6,US $112.05,US $114.44,US $271.53,13,14,13,US $30.19,US $30.11,US $60.00
1255-1,3,3,3,US $68.40,US $68.40,US $75.21,1,1,1,US $21.34,US $21.34,US $21.34,1,1,1,US $60.44,US $60.44,US $60.44,10,10,10,US $24.33,US $24.33,US $34.76
1256-1,1,1,1,US $85.95,US $85.95,US $85.95,1,1,1,US $38.57,US $38.57,US $38.57,5,6,5,US $140.11,US $134.86,US $217.22,11,11,11,US $27.85,US $27.85,US $33.67
1257-1,,,,,,,,,,,,,4,4,4,US $9.71,US $9.71,US $12.99,5,6,5,US $4.33,US $4.33,US $5.68
1258-1,2,2,2,US $10.00,US $10.00,US $10.00,,,,,,,2,2,2,US $10.09,US $10.09,US $10.19,6,6,6,US $8.91,US $8.91,US $21.67
1259-1,1,1,1,US $10.00,US $10.00,US $10.00,,,,,,,2,2,2,US $9.10,US $9.10,US $10.91,3,3,3,US $3.63,US $3.63,US $5.01
1260-1,1,1,1,US $10.00,US $10.00,US $10.00,,,,,,,3,9,3,US $16.59,US $17.69,US $18.23,5,5,5,US $6.41,US $6.41,US $12.01
1265-1,,,,,,,2,2,2,US $7.64,US $7.64,US $9.45,2,2,2,US $30.00,US $30.00,US $34.99,2,2,2,US $6.32,US $6.32,US $8.00
1266-1,,,,,,,,,,,,,,,,,,,2,3,2,US $7.57,US $8.11,US $9.17
1268-1,,,,,,,,,,,,,,,,,,,,,,,,
1269-1,1,1,1,US $96.80,US $96.80,US $96.80,1,1,1,US $66.23,US $66.23,US $66.23,5,6,5,US $401.39,US $376.16,US $800.00,3,3,3,US $49.11,US $49.11,US $51.36
1271-1,1,1,1,US $40.00,US $40.00,US $40.00,,,,,,,3,6,3,US $66.65,US $68.32,US $69.99,6,7,6,US $17.26,US $17.73,US $20.54
1274-1,,,,,,,,,,,,,,,,,,,,,,,,
1275-1,,,,,,,,,,,,,1,1,1,US $64.15,US $64.15,US $64.15,,,,,,
1277-1,,,,,,,,,,,,,,,,,,,,,,,,
1841-1,4,4,4,US $5.34,US $5.34,US $7.98,2,2,2,US $1.54,US $1.54,US $2.10,22,30,22,US $4.50,US $5.06,US $11.64,19,32,19,US $3.33,US $2.50,US $19.99
1995-1,3,3,3,US $3.54,US $3.54,US $5.00,4,4,4,US $1.46,US $1.46,US $2.25,13,20,13,US $4.16,US $4.17,US $6.30,22,31,22,US $3.07,US $3.46,US $19.99
2025-1,6,6,6,US $3.21,US $3.21,US $7.99,5,5,5,US $0.98,US $0.98,US $1.50,16,28,16,US $4.02,US $3.72,US $7.99,15,24,15,US $1.10,US $1.05,US $2.50
2030-1,,,,,,,,,,,,,,,,,,,1,1,1,US $4.37,US $4.37,US $4.37
2031-1,,,,,,,,,,,,,,,,,,,1,1,1,US $10.86,US $10.86,US $10.86
2032-1,2,2,2,US $5.68,US $5.68,US $7.00,2,2,2,US $1.73,US $1.73,US $2.00,16,25,16,US $7.34,US $7.53,US $11.64,17,28,17,US $2.84,US $2.91,US $19.99
2039-1,,,,,,,1,1,1,US $13.32,US $13.32,US $13.32,,,,,,,,,,,,
2044-1,,,,,,,,,,,,,,,,,,,1,1,1,US $32.58,US $32.58,US $32.58
2045-1,4,4,4,US $5.12,US $5.12,US $8.00,1,1,1,US $0.93,US $0.93,US $0.93,10,14,10,US $6.63,US $6.45,US $10.00,17,25,17,US $2.25,US $1.90,US $17.61
2046-1,,,,,,,2,2,2,US $20.47,US $20.47,US $20.59,,,,,,,,,,,,
2047-1,5,5,5,US $3.33,US $3.33,US $5.00,3,3,3,US $1.01,US $1.01,US $1.30,22,33,22,US $4.87,US $4.78,US $8.03,10,16,10,US $1.66,US $1.82,US $5.00
2048-1,1,1,1,US $93.21,US $93.21,US $93.21,,,,,,,,,,,,,,,,,,
2069-1,2,2,2,US $4.31,US $4.31,US $4.36,3,3,3,US $1.49,US $1.49,US $1.63,18,22,18,US $4.73,US $4.96,US $8.03,21,27,21,US $2.38,US $2.16,US $19.99
2071-1,,,,,,,,,,,,,,,,,,,1,1,1,US $27.42,US $27.42,US $27.42
2075-1,2,2,2,US $6.70,US $6.70,US $6.80,2,2,2,US $1.31,US $1.31,US $1.52,16,22,16,US $5.11,US $5.04,US $10.77,15,20,15,US $2.44,US $3.09,US $19.99
2076-1,,,,,,,,,,,,,,,,,,,1,1,1,US $27.15,US $27.15,US $27.15
2101-1,,,,,,,,,,,,,,,,,,,,,,,,
2103-1,,,,,,,,,,,,,,,,,,,,,,,,
2104-1,,,,,,,,,,,,,,,,,,,,,,,,
2106-1,,,,,,,,,,,,,,,,,,,,,,,,
2107-1,,,,,,,,,,,,,,,,,,,2,2,2,US $22.45,US $22.45,US $24.99
2108-1,,,,,,,,,,,,,1,1,1,US $97.99,US $97.99,US $97.99,,,,,,
2109-1,,,,,,,,,,,,,,,,,,,,,,,,
2117-1,,,,,,,,,,,,,,,,,,,2,2,2,US $18.71,US $18.71,US $26.61
2190-1,,,,,,,,,,,,,,,,,,,1,1,1,US $10.00,US $10.00,US $10.00
2229-1,,,,,,,,,,,,,1,1,1,US $22.00,US $22.00,US $22.00,6,6,6,US $15.80,US $15.80,US $21.72
2253-1,,,,,,,,,,,,,,,,,,,,,,,,
2280-1,,,,,,,,,,,,,,,,,,,1,1,1,US $25.00,US $25.00,US $25.00
2281-1,,,,,,,,,,,,,,,,,,,2,2,2,US $64.07,US $64.07,US $68.41
2284-1,,,,,,,,,,,,,,,,,,,4,4,4,US $7.56,US $7.56,US $11.99
2294-1,,,,,,,,,,,,,2,3,2,US $30.79,US $22.96,US $54.29,1,1,1,US $6.14,US $6.14,US $6.14
2299-1,,,,,,,,,,,,,1,1,1,US $22.44,US $22.44,US $22.44,1,1,1,US $3.53,US $3.53,US $3.53
2300-1,,,,,,,,,,,,,,,,,,,1,1,1,US $6.52,US $6.52,US $6.52
2466-1,,,,,,,,,,,,,,,,,,,,,,,,
2467-1,,,,,,,,,,,,,,,,,,,,,,,,
2588-1,,,,,,,,,,,,,,,,,,,2,2,2,US $21.72,US $21.72,US $21.72
2719-1,,,,,,,,,,,,,7,8,7,US $6.36,US $6.24,US $9.77,6,7,6,US $1.68,US $1.67,US $2.17
2728-1,,,,,,,1,1,1,US $0.81,US $0.81,US $0.81,9,34,9,US $5.32,US $3.74,US $9.12,11,14,11,US $1.08,US $1.21,US $2.17
2729-1,,,,,,,,,,,,,7,7,7,US $6.64,US $6.64,US $9.77,9,11,9,US $1.74,US $1.82,US $4.07
2742-1,,,,,,,,,,,,,8,9,8,US $4.49,US $4.52,US $5.43,3,4,3,US $1.63,US $1.49,US $2.17
2743-1,1,1,1,US $4.92,US $4.92,US $4.92,,,,,,,10,10,10,US $5.36,US $5.36,US $9.77,6,8,6,US $2.38,US $2.60,US $5.43
2744-1,1,1,1,US $3.83,US $3.83,US $3.83,,,,,,,6,26,6,US $4.62,US $2.93,US $9.12,5,6,5,US $1.36,US $1.41,US $2.17
2757-1,,,,,,,,,,,,,9,61,9,US $5.28,US $3.85,US $9.12,3,5,3,US $1.26,US $1.41,US $1.62
2759-1,1,1,1,US $4.38,US $4.38,US $4.38,,,,,,,10,12,10,US $4.85,US $4.48,US $9.77,6,6,6,US $2.71,US $2.71,US $8.18
2769-1,,,,,,,,,,,,,1,1,1,US $92.32,US $92.32,US $92.32,3,4,3,US $33.92,US $32.21,US $38.01
2774-1,1,1,1,US $91.98,US $91.98,US $91.98,1,1,1,US $10.03,US $10.03,US $10.03,4,5,4,US $97.06,US $97.20,US $108.61,3,3,3,US $21.30,US $21.30,US $23.21
2803-1,,,,,,,,,,,,,,,,,,,,,,,,
2807-1,,,,,,,,,,,,,1,1,1,US $26.06,US $26.06,US $26.06,4,4,4,US $9.83,US $9.83,US $11.95
2808-1,,,,,,,1,1,1,US $14.99,US $14.99,US $14.99,1,1,1,US $163.44,US $163.44,US $163.44,3,3,3,US $20.63,US $20.63,US $27.14
2811-1,,,,,,,,,,,,,,,,,,,4,4,4,US $72.55,US $72.55,US $92.05
2814-1,,,,,,,,,,,,,1,1,1,US $133.74,US $133.74,US $133.74,,,,,,
2819-1,,,,,,,,,,,,,,,,,,,,,,,,
2821-1,,,,,,,,,,,,,,,,,,,,,,,,
2828-1,,,,,,,,,,,,,3,3,3,US $12.81,US $12.81,US $14.55,5,6,5,US $9.95,US $9.65,US $16.28
2829-1,3,5,3,US $16.79,US $14.97,US $26.04,,,,,,,,,,,,,1,2,1,US $13.03,US $13.03,US $13.03
2830-1,,,,,,,,,,,,,1,1,1,US $29.99,US $29.99,US $29.99,,,,,,
2831-1,,,,,,,,,,,,,,,,,,,2,2,2,US $29.32,US $29.32,US $38.01
2832-1,,,,,,,,,,,,,1,1,1,US $54.76,US $54.76,US $54.76,2,2,2,US $20.36,US $20.36,US $24.44
2833-1,,,,,,,,,,,,,,,,,,,2,2,2,US $96.68,US $96.68,US $162.86
2834-1,,,,,,,,,,,,,1,1,1,US $162.92,US $162.92,US $162.92,1,1,1,US $108.61,US $108.61,US $108.61
2858-1,,,,,,,,,,,,,,,,,,,1,1,1,US $19.55,US $19.55,US $19.55
2984-1,1,1,1,US $53.49,US $53.49,US $53.49,,,,,,,3,3,3,US $78.23,US $78.23,US $99.00,4,4,4,US $29.87,US $29.87,US $44.00
2985-1,,,,,,,,,,,,,,,,,,,5,6,5,US $25.23,US $24.64,US $31.02
2987-1,,,,,,,,,,,,,,,,,,,3,3,3,US $28.10,US $28.10,US $38.08
2988-1,,,,,,,,,,,,,2,2,2,US $90.73,US $90.73,US $100.00,6,6,6,US $50.43,US $50.43,US $64.08
3000-1,1,1,1,US $27.06,US $27.06,US $27.06,,,,,,,,,,,,,,,,,,
3001-1,,,,,,,1,1,1,US $2.17,US $2.17,US $2.17,,,,,,,,,,,,
3003-1,1,1,1,US $27.06,US $27.06,US $27.06,,,,,,,,,,,,,,,,,,
3005-1,,,,,,,,,,,,,,,,,,,,,,,,
3024-1,,,,,,,,,,,,,,,,,,,,,,,,
3032-1,,,,,,,,,,,,,,,,,,,,,,,,
3036-1,,,,,,,,,,,,,,,,,,,1,1,1,US $25.00,US $25.00,US $25.00
3039-1,,,,,,,,,,,,,3,3,3,US $42.93,US $42.93,US $50.00,3,3,3,US $10.73,US $10.73,US $14.67
3041-1,,,,,,,,,,,,,,,,,,,3,3,3,US $34.57,US $34.57,US $35.90
3050-1,,,,,,,11,11,11,US $26.40,US $26.40,US $35.40,5,10,5,US $278.09,US $164.02,US $800.00,12,12,12,US $35.78,US $35.78,US $50.00
3051-1,3,3,3,US $58.17,US $58.17,US $80.00,6,6,6,US $26.32,US $26.32,US $29.99,8,12,8,US $204.54,US $153.01,US $800.00,8,8,8,US $37.43,US $37.43,US $51.60
3052-1,,,,,,,4,4,4,US $69.20,US $69.20,US $106.11,4,4,4,US $209.74,US $209.74,US $234.00,8,8,8,US $78.14,US $78.14,US $120.00
3053-1,1,1,1,US $175.00,US $175.00,US $175.00,6,6,6,US $134.44,US $134.44,US $185.98,1,1,1,US $299.99,US $299.99,US $299.99,14,14,14,US $162.28,US $162.28,US $230.00
3066-1,,,,,,,1,1,1,US $10.00,US $10.00,US $10.00,,,,,,,,,,,,
3067-1,,,,,,,1,1,1,US $11.50,US $11.50,US $11.50,1,1,1,US $9.50,US $9.50,US $9.50,2,2,2,US $10.45,US $10.45,US $10.91
3068-1,,,,,,,1,1,1,US $5.00,US $5.00,US $5.00,,,,,,,1,1,1,US $2.99,US $2.99,US $2.99
3069-1,,,,,,,,,,,,,,,,,,,3,3,3,US $5.25,US $5.25,US $6.51
3070-1,1,1,1,US $59.85,US $59.85,US $59.85,,,,,,,,,,,,,1,1,1,US $22.01,US $22.01,US $22.01
3071-1,1,1,1,US $59.85,US $59.85,US $59.85,,,,,,,,,,,,,2,2,2,US $14.77,US $14.77,US $14.99
