set_num,last_6_months_new_total_lots,last_6_months_new_total_qty,last_6_months_new_min_price,last_6_months_new_avg_price,last_6_months_new_qty_avg_price,last_6_months_new_max_price,last_6_months_used_total_lots,last_6_months_used_total_qty,last_6_months_used_min_price,last_6_months_used_avg_price,last_6_months_used_qty_avg_price,last_6_months_used_max_price,current_new_total_lots,current_new_total_qty,current_new_min_price,current_new_avg_price,current_new_qty_avg_price,current_new_max_price,current_used_total_lots,current_used_total_qty,current_used_min_price,current_used_avg_price,current_used_qty_avg_price,current_used_max_price
224-1,,,,,,,,,,,,,,,,,,,,,,,,
2624-1,,,,,,,,,,,,,1,1,1,US $65.06,US $65.06,US $65.06,1,1,1,US $21.69,US $21.69,US $21.69
2644-1,,,,,,,,,,,,,,,,,,,3,3,3,US $29.59,US $29.59,US $32.42
3601-1,,,,,,,2,2,2,US $6.18,US $6.18,US $7.00,1,1,1,US $488.00,US $488.00,US $488.00,10,11,10,US $11.10,US $10.78,US $25.00
3603-1,,,,,,,6,6,6,US $4.12,US $4.12,US $5.43,2,2,2,US $112.47,US $112.47,US $135.03,10,12,10,US $8.52,US $8.32,US $16.27
3615-1,,,,,,,,,,,,,,,,,,,11,14,11,US $7.56,US $7.37,US $10.79
3628-1,,,,,,,1,1,1,US $8.42,US $8.42,US $8.42,1,1,1,US $161.58,US $161.58,US $161.58,7,8,7,US $11.19,US $11.42,US $17.35
3629-1,,,,,,,5,5,5,US $8.34,US $8.34,US $10.44,,,,,,,11,16,11,US $8.06,US $7.44,US $11.87
3635-1,,,,,,,6,7,6,US $11.62,US $11.76,US $12.78,,,,,,,18,19,18,US $13.11,US $12.95,US $21.68
6075-2,,,,,,,3,3,3,US $210.23,US $210.23,US $425.00,,,,,,,6,6,6,US $297.73,US $297.73,US $387.29
6077-1,,,,,,,4,4,4,US $67.94,US $67.94,US $76.50,,,,,,,7,7,7,US $115.53,US $115.53,US $325.32
6083-1,,,,,,,2,2,2,US $414.50,US $414.50,US $450.00,,,,,,,4,4,4,US $330.00,US $330.00,US $450.00
6365-1,1,1,1,US $77.07,US $77.07,US $77.07,9,9,9,US $39.25,US $39.25,US $69.71,,,,,,,24,24,24,US $51.10,US $51.10,US $95.43
6382-1,2,2,2,US $287.16,US $287.16,US $541.62,12,12,12,US $91.24,US $91.24,US $350.00,2,2,2,US $900.00,US $900.00,US $900.00,56,59,56,US $82.99,US $80.86,US $458.52
6383-1,,,,,,,2,2,2,US $262.50,US $262.50,US $325.00,,,,,,,14,14,14,US $249.27,US $249.27,US $450.00
6600-1,,,,,,,1,1,1,US $38.99,US $38.99,US $38.99,,,,,,,,,,,,
6602-1,,,,,,,1,1,1,US $8.95,US $8.95,US $8.95,,,,,,,5,5,5,US $9.60,US $9.60,US $15.00
6610-1,,,,,,,10,10,10,US $8.14,US $8.14,US $25.45,4,4,4,US $173.64,US $173.64,US $215.80,24,26,24,US $14.82,US $14.78,US $103.02
6611-1,,,,,,,25,25,25,US $4.28,US $4.28,US $25.79,3,3,3,US $103.75,US $103.75,US $133.92,51,60,51,US $4.61,US $4.53,US $27.11
6626-1,,,,,,,,,,,,,1,1,1,US $172.42,US $172.42,US $172.42,2,2,2,US $11.25,US $11.25,US $12.50
6628-1,1,1,1,US $182.00,US $182.00,US $182.00,13,13,13,US $6.65,US $6.65,US $16.05,1,1,1,US $139.89,US $139.89,US $139.89,34,36,34,US $8.58,US $8.28,US $34.98
6629-1,,,,,,,21,21,21,US $5.71,US $5.71,US $28.93,1,1,1,US $249.41,US $249.41,US $249.41,21,21,21,US $8.02,US $8.02,US $36.34
6630-1,,,,,,,22,22,22,US $6.54,US $6.54,US $21.67,2,2,2,US $94.30,US $94.30,US $99.99,40,46,40,US $6.32,US $6.12,US $20.00
6650-1,,,,,,,20,20,20,US $6.57,US $6.57,US $10.01,2,2,2,US $171.95,US $171.95,US $200.00,33,34,33,US $10.74,US $10.58,US $38.50
6680-1,1,1,1,US $250.00,US $250.00,US $250.00,14,14,14,US $7.95,US $7.95,US $17.50,,,,,,,26,27,26,US $29.55,US $28.86,US $174.43
6681-1,,,,,,,18,18,18,US $9.28,US $9.28,US $29.99,1,1,1,US $175.00,US $175.00,US $175.00,35,35,35,US $14.19,US $14.19,US $37.95
6691-1,,,,,,,9,9,9,US $21.04,US $21.04,US $85.58,,,,,,,23,24,23,US $18.88,US $18.73,US $74.95
6801-1,1,1,1,US $133.49,US $133.49,US $133.49,29,29,29,US $8.42,US $8.42,US $20.00,4,4,4,US $186.22,US $186.22,US $247.50,85,95,85,US $14.16,US $13.68,US $87.30
6822-1,,,,,,,39,41,39,US $9.47,US $9.53,US $25.00,6,7,6,US $185.39,US $188.41,US $245.00,78,86,78,US $16.57,US $16.17,US $91.70
6842-1,1,1,1,US $109.99,US $109.99,US $109.99,32,35,32,US $10.11,US $9.80,US $22.73,2,2,2,US $142.25,US $142.25,US $154.99,109,121,109,US $15.84,US $14.97,US $74.24
6870-1,,,,,,,29,29,29,US $15.10,US $15.10,US $50.00,2,2,2,US $278.39,US $278.39,US $300.00,65,73,65,US $22.84,US $22.73,US $74.24
6927-1,,,,,,,31,31,31,US $41.03,US $41.03,US $70.15,,,,,,,60,61,60,US $62.74,US $63.21,US $150.00
6929-1,,,,,,,30,30,30,US $53.41,US $53.41,US $113.11,3,3,3,US $843.05,US $843.05,"US $1,212.66",70,79,70,US $83.16,US $80.92,US $429.18
7725-1,,,,,,,8,8,8,US $198.41,US $198.41,US $243.25,,,,,,,8,8,8,US $300.94,US $300.94,US $406.65
7862-1,2,2,2,US $154.50,US $154.50,US $156.57,12,12,12,US $92.33,US $92.33,US $122.50,3,5,3,US $150.26,US $155.22,US $162.66,3,3,3,US $108.44,US $108.44,US $119.29
8710-1,2,2,2,US $49.68,US $49.68,US $57.09,1,1,1,US $11.80,US $11.80,US $11.80,4,4,4,US $54.67,US $54.67,US $71.11,8,10,8,US $25.58,US $26.28,US $29.07
8844-1,,,,,,,10,10,10,US $27.25,US $27.25,US $37.96,2,2,2,US $314.38,US $314.38,US $433.76,25,25,25,US $43.00,US $43.00,US $99.99
8845-1,,,,,,,11,11,11,US $16.26,US $16.26,US $27.49,4,4,4,US $375.74,US $375.74,US $433.76,39,42,39,US $24.33,US $24.69,US $201.75
8848-1,,,,,,,11,11,11,US $55.28,US $55.28,US $76.52,2,2,2,US $632.06,US $632.06,US $700.00,12,12,12,US $60.74,US $60.74,US $75.32
8859-1,,,,,,,4,4,4,US $92.17,US $92.17,US $130.41,1,1,1,"US $1,600.00","US $1,600.00","US $1,600.00",25,25,25,US $119.63,US $119.63,US $300.00
722-1,,,,,,,5,5,5,US $50.89,US $50.89,US $77.54,2,3,2,US $349.73,US $322.04,US $432.81,12,12,12,US $63.77,US $63.77,US $108.43
733-1,1,1,1,US $475.00,US $475.00,US $475.00,1,1,1,US $39.00,US $39.00,US $39.00,1,1,1,US $542.21,US $542.21,US $542.21,9,9,9,US $80.56,US $80.56,US $100.00
744-1,2,2,2,US $439.11,US $439.11,US $662.84,6,6,6,US $99.15,US $99.15,US $153.05,6,6,6,US $625.19,US $625.19,US $867.53,4,4,4,US $152.33,US $152.33,US $266.47
820-1,,,,,,,,,,,,,3,5,3,US $45.94,US $36.24,US $100.00,,,,,,
822-1,2,2,2,US $19.84,US $19.84,US $23.75,,,,,,,5,5,5,US $34.85,US $34.85,US $63.58,,,,,,
830-1,,,,,,,1,1,1,US $0.01,US $0.01,US $0.01,1,5,1,US $32.53,US $32.53,US $32.53,1,1,1,US $13.01,US $13.01,US $13.01
831-1,,,,,,,1,1,1,US $15.17,US $15.17,US $15.17,1,1,1,US $19.26,US $19.26,US $19.26,,,,,,
837-1,,,,,,,,,,,,,8,11,8,US $27.24,US $29.35,US $39.99,,,,,,
838-1,,,,,,,,,,,,,2,2,2,US $36.75,US $36.75,US $44.43,,,,,,
839-1,1,1,1,US $31.25,US $31.25,US $31.25,,,,,,,1,1,1,US $28.35,US $28.35,US $28.35,3,3,3,US $12.30,US $12.30,US $15.31
840-1,,,,,,,,,,,,,4,7,4,US $20.76,US $24.37,US $29.18,5,11,5,US $13.39,US $11.54,US $17.80
841-1,,,,,,,,,,,,,5,7,5,US $77.86,US $73.71,US $99.93,1,2,1,US $2.44,US $2.44,US $2.44
842-1,,,,,,,,,,,,,,,,,,,,,,,,
843-1,,,,,,,,,,,,,3,3,3,US $34.78,US $34.78,US $47.50,,,,,,
858-1,,,,,,,,,,,,,,,,,,,,,,,,
1005-1,,,,,,,,,,,,,,,,,,,,,,,,
1041-2,,,,,,,,,,,,,,,,,,,,,,,,
1050-2,,,,,,,,,,,,,,,,,,,,,,,,
1062-1,,,,,,,,,,,,,,,,,,,,,,,,
1075-1,,,,,,,,,,,,,,,,,,,1,1,1,US $29.99,US $29.99,US $29.99
1076-2,,,,,,,,,,,,,,,,,,,,,,,,
1101-1,2,3,2,US $15.31,US $15.06,US $16.04,,,,,,,2,2,2,US $12.19,US $12.19,US $13.96,,,,,,
1103-1,,,,,,,,,,,,,4,5,4,US $26.27,US $26.43,US $27.10,,,,,,
1104-1,1,1,1,US $20.47,US $20.47,US $20.47,,,,,,,6,9,6,US $29.12,US $28.03,US $58.14,,,,,,
1106-1,1,1,1,US $42.61,US $42.61,US $42.61,,,,,,,1,1,1,US $142.33,US $142.33,US $142.33,2,2,2,US $47.97,US $47.97,US $59.64
1107-1,,,,,,,,,,,,,6,7,6,US $23.52,US $24.87,US $33.02,,,,,,
1108-1,1,1,1,US $10.95,US $10.95,US $10.95,,,,,,,3,5,3,US $21.36,US $17.12,US $27.35,,,,,,
1111-1,2,2,2,US $15.05,US $15.05,US $15.79,,,,,,,2,18,2,US $20.53,US $14.69,US $27.11,1,1,1,US $7.70,US $7.70,US $7.70
1113-1,5,6,5,US $6.43,US $6.40,US $8.09,,,,,,,3,5,3,US $7.90,US $7.43,US $8.86,,,,,,
1114-1,2,5,2,US $13.71,US $13.29,US $15.84,,,,,,,4,8,4,US $20.11,US $20.40,US $26.03,,,,,,
1115-1,1,1,1,US $4.48,US $4.48,US $4.48,,,,,,,10,25,10,US $9.92,US $9.07,US $21.69,1,4,1,US $3.00,US $3.00,US $3.00
1120-1,,,,,,,,,,,,,8,14,8,US $35.97,US $34.64,US $59.64,,,,,,
1122-1,,,,,,,,,,,,,5,5,5,US $6.35,US $6.35,US $7.75,,,,,,
1123-1,2,2,2,US $0.03,US $0.03,US $0.03,,,,,,,3,4,3,US $4.53,US $5.43,US $8.13,1,2,1,US $7.59,US $7.59,US $7.59
1125-1,,,,,,,,,,,,,3,3,3,US $16.94,US $16.94,US $21.69,,,,,,
1129-2,1,1,1,US $16.33,US $16.33,US $16.33,1,1,1,US $1.15,US $1.15,US $1.15,4,5,4,US $11.91,US $12.77,US $16.21,10,10,10,US $3.86,US $3.86,US $7.59
1130-1,,,,,,,3,3,3,US $9.68,US $9.68,US $10.86,,,,,,,4,5,4,US $8.84,US $8.58,US $12.65
1591-1,,,,,,,,,,,,,1,1,1,US $350.00,US $350.00,US $350.00,7,10,7,US $53.68,US $57.70,US $108.44
1592-1,,,,,,,3,3,3,US $346.74,US $346.74,US $550.98,,,,,,,7,7,7,US $412.83,US $412.83,US $799.99
1651-2,,,,,,,,,,,,,1,1,1,"US $3,253.23","US $3,253.23","US $3,253.23",1,1,1,"US $1,539.86","US $1,539.86","US $1,539.86"
2053-1,,,,,,,1,1,1,US $9.79,US $9.79,US $9.79,,,,,,,4,4,4,US $22.84,US $22.84,US $52.83
2056-1,,,,,,,,,,,,,,,,,,,7,7,7,US $9.40,US $9.40,US $18.38
2620-1,,,,,,,1,1,1,US $4.34,US $4.34,US $4.34,2,2,2,US $65.06,US $65.06,US $65.06,5,6,5,US $4.49,US $4.96,US $7.35
2623-1,,,,,,,1,1,1,US $6.07,US $6.07,US $6.07,,,,,,,5,6,5,US $8.98,US $9.51,US $12.20
2625-1,,,,,,,,,,,,,,,,,,,2,2,2,US $11.54,US $11.54,US $15.49
2627-1,1,1,1,US $19.94,US $19.94,US $19.94,1,1,1,US $10.82,US $10.82,US $10.82,,,,,,,6,7,6,US $9.66,US $9.97,US $12.25
2630-1,,,,,,,,,,,,,,,,,,,1,1,1,US $10.79,US $10.79,US $10.79
2640-1,,,,,,,,,,,,,,,,,,,5,5,5,US $31.43,US $31.43,US $42.18
2643-2,,,,,,,,,,,,,,,,,,,,,,,,
2645-1,,,,,,,,,,,,,,,,,,,3,3,3,US $54.25,US $54.25,US $70.49
2650-1,,,,,,,,,,,,,,,,,,,1,1,1,US $75.95,US $75.95,US $75.95
3602-1,,,,,,,5,5,5,US $11.40,US $11.40,US $23.94,2,2,2,US $344.00,US $344.00,US $488.00,17,18,17,US $8.41,US $8.40,US $18.42
3604-1,1,1,1,US $56.71,US $56.71,US $56.71,3,3,3,US $4.87,US $4.87,US $5.39,1,1,1,US $271.10,US $271.10,US $271.10,9,14,9,US $7.64,US $7.04,US $16.27
3605-1,1,1,1,US $22.74,US $22.74,US $22.74,2,2,2,US $5.14,US $5.14,US $5.40,,,,,,,9,12,9,US $4.95,US $5.28,US $6.72
3634-1,,,,,,,6,6,6,US $9.25,US $9.25,US $12.78,1,1,1,US $88.04,US $88.04,US $88.04,11,24,11,US $13.20,US $12.11,US $19.62
3665-1,,,,,,,5,5,5,US $28.76,US $28.76,US $50.00,,,,,,,12,12,12,US $23.63,US $23.63,US $32.52
4306-1,,,,,,,,,,,,,,,,,,,2,2,2,US $115.72,US $115.72,US $220.11
4307-1,,,,,,,,,,,,,1,1,1,US $290.72,US $290.72,US $290.72,3,3,3,US $142.05,US $142.05,US $220.11
4336-1,,,,,,,4,5,4,US $79.70,US $78.01,US $103.94,2,3,2,US $192.48,US $186.16,US $211.46,2,2,2,US $98.40,US $98.40,US $110.06
5233-1,,,,,,,1,1,1,US $45.00,US $45.00,US $45.00,1,1,1,US $200.00,US $200.00,US $200.00,3,3,3,US $79.18,US $79.18,US $167.58
6304-1,1,1,1,US $33.00,US $33.00,US $33.00,,,,,,,3,3,3,US $35.71,US $35.71,US $37.42,6,8,6,US $15.04,US $16.28,US $26.65
6305-1,,,,,,,5,6,5,US $8.22,US $7.98,US $12.58,2,2,2,US $26.05,US $26.05,US $27.11,6,10,6,US $10.77,US $9.06,US $16.27
6306-1,1,1,1,US $31.50,US $31.50,US $31.50,8,8,8,US $12.14,US $12.14,US $16.10,6,6,6,US $50.02,US $50.02,US $100.00,18,23,18,US $14.54,US $14.11,US $36.34
6363-1,,,,,,,10,10,10,US $27.03,US $27.03,US $50.14,1,1,1,US $369.00,US $369.00,US $369.00,42,42,42,US $40.62,US $40.62,US $120.00
6364-1,,,,,,,7,7,7,US $43.33,US $43.33,US $71.25,,,,,,,27,27,27,US $47.11,US $47.11,US $115.37
6375-2,,,,,,,4,4,4,US $115.89,US $115.89,US $220.00,1,1,1,"US $2,163.40","US $2,163.40","US $2,163.40",9,9,9,US $182.79,US $182.79,US $325.00
6390-1,,,,,,,3,3,3,US $241.25,US $241.25,US $255.00,,,,,,,12,12,12,US $245.01,US $245.01,US $433.76
6609-1,1,1,1,US $45.82,US $45.82,US $45.82,19,19,19,US $3.74,US $3.74,US $25.79,4,4,4,US $134.11,US $134.11,US $161.58,41,47,41,US $5.45,US $5.10,US $24.40
6627-1,1,1,1,US $266.85,US $266.85,US $266.85,12,12,12,US $7.06,US $7.06,US $15.45,,,,,,,21,25,21,US $8.59,US $8.69,US $15.99
6690-1,,,,,,,11,11,11,US $15.68,US $15.68,US $49.99,4,4,4,US $752.91,US $752.91,"US $2,000.00",39,42,39,US $27.09,US $26.48,US $232.58
6821-1,,,,,,,30,30,30,US $9.07,US $9.07,US $48.64,2,2,2,US $192.64,US $192.64,US $206.04,62,67,62,US $11.62,US $11.53,US $32.53
6841-1,,,,,,,28,28,28,US $13.14,US $13.14,US $64.85,1,1,1,US $650.65,US $650.65,US $650.65,43,43,43,US $13.59,US $13.59,US $37.95
6901-1,,,,,,,18,18,18,US $77.39,US $77.39,US $174.99,,,,,,,3,3,3,US $158.17,US $158.17,US $281.94
6970-1,,,,,,,20,20,20,US $158.83,US $158.83,US $450.00,1,1,1,"US $2,600.00","US $2,600.00","US $2,600.00",50,50,50,US $198.91,US $198.91,US $716.96
7710-1,,,,,,,5,5,5,US $131.05,US $131.05,US $184.99,1,1,1,US $759.99,US $759.99,US $759.99,22,22,22,US $130.88,US $130.88,US $440.18
7720-1,,,,,,,5,5,5,US $107.31,US $107.31,US $177.91,1,1,1,US $716.97,US $716.97,US $716.97,17,18,17,US $188.79,US $194.97,US $345.00
7730-1,,,,,,,5,5,5,US $234.73,US $234.73,US $325.08,,,,,,,9,9,9,US $343.02,US $343.02,US $412.07
7740-1,,,,,,,14,14,14,US $361.26,US $361.26,US $514.95,,,,,,,19,19,19,US $389.93,US $389.93,US $629.60
7750-1,,,,,,,8,8,8,US $634.60,US $634.60,"US $1,653.18",,,,,,,9,9,9,US $523.92,US $523.92,US $650.65
7760-1,,,,,,,9,9,9,US $211.55,US $211.55,US $284.33,1,1,1,"US $2,548.36","US $2,548.36","US $2,548.36",6,6,6,US $202.80,US $202.80,US $329.07
7810-1,,,,,,,8,8,8,US $103.23,US $103.23,US $195.01,1,1,1,US $368.70,US $368.70,US $368.70,2,2,2,US $109.22,US $109.22,US $109.99
7814-1,,,,,,,3,3,3,US $37.50,US $37.50,US $48.79,4,4,4,US $372.49,US $372.49,US $400.29,20,21,20,US $63.32,US $64.11,US $89.99
7816-1,1,1,1,US $292.55,US $292.55,US $292.55,4,4,4,US $35.64,US $35.64,US $40.91,1,1,1,US $256.77,US $256.77,US $256.77,4,4,4,US $39.85,US $39.85,US $54.21
7818-1,,,,,,,6,6,6,US $65.35,US $65.35,US $191.74,3,6,3,US $281.95,US $303.63,US $325.32,22,25,22,US $61.75,US $69.25,US $150.00
7820-1,,,,,,,7,7,7,US $82.56,US $82.56,US $139.05,3,3,3,US $535.92,US $535.92,US $638.12,6,6,6,US $109.34,US $109.34,US $130.13
7822-1,,,,,,,3,3,3,US $136.39,US $136.39,US $145.95,,,,,,,9,9,9,US $121.04,US $121.04,US $180.00
7834-1,1,1,1,US $146.01,US $146.01,US $146.01,2,2,2,US $60.03,US $60.03,US $70.71,1,1,1,US $255.91,US $255.91,US $255.91,24,24,24,US $60.57,US $60.57,US $99.00
7850-1,7,9,7,US $35.15,US $35.18,US $38.05,18,25,18,US $14.95,US $14.49,US $21.08,10,23,10,US $34.72,US $37.05,US $39.99,4,5,4,US $19.27,US $17.58,US $25.00
7851-1,12,18,12,US $14.65,US $13.57,US $33.29,12,33,12,US $7.29,US $7.18,US $10.00,19,38,19,US $19.76,US $21.19,US $32.53,17,46,17,US $7.16,US $7.87,US $14.99
7852-1,2,2,2,US $13.60,US $13.60,US $16.25,8,11,8,US $8.04,US $7.80,US $10.00,11,23,11,US $16.62,US $19.49,US $24.97,15,20,15,US $9.09,US $8.76,US $14.99
7853-1,3,3,3,US $16.36,US $16.36,US $23.75,1,1,1,US $11.04,US $11.04,US $11.04,5,7,5,US $19.13,US $20.30,US $24.97,3,4,3,US $15.16,US $16.37,US $19.99
7854-1,4,19,4,US $19.06,US $17.67,US $22.60,14,34,14,US $11.83,US $10.88,US $20.14,11,15,11,US $33.85,US $32.42,US $65.06,11,20,11,US $16.41,US $17.04,US $26.57
7855-1,9,11,9,US $12.50,US $12.17,US $28.14,9,16,9,US $5.80,US $4.95,US $9.33,17,44,17,US $15.35,US $13.73,US $27.50,17,55,17,US $7.82,US $6.59,US $26.57
7856-1,2,2,2,US $65.20,US $65.20,US $98.01,8,9,8,US $27.13,US $27.93,US $35.38,1,1,1,US $86.75,US $86.75,US $86.75,15,16,15,US $29.38,US $29.33,US $54.22
7857-1,2,2,2,US $17.71,US $17.71,US $19.46,14,20,14,US $9.27,US $9.61,US $16.15,9,12,9,US $24.98,US $27.08,US $39.22,22,26,22,US $7.74,US $7.85,US $11.39
7858-1,4,4,4,US $87.25,US $87.25,US $112.37,21,26,21,US $38.53,US $38.93,US $55.26,6,6,6,US $99.96,US $99.96,US $111.79,12,17,12,US $41.02,US $40.74,US $97.60
7859-1,1,1,1,US $85.43,US $85.43,US $85.43,17,24,17,US $39.96,US $40.15,US $53.82,4,4,4,US $107.09,US $107.09,US $119.29,16,20,16,US $46.75,US $46.88,US $97.60
7860-1,,,,,,,22,27,22,US $73.30,US $73.37,US $95.27,4,5,4,US $295.61,US $344.93,US $542.21,7,7,7,US $82.75,US $82.75,US $99.99
7861-1,3,3,3,US $65.14,US $65.14,US $74.80,11,11,11,US $29.48,US $29.48,US $35.67,4,4,4,US $95.62,US $95.62,US $124.71,4,4,4,US $25.82,US $25.82,US $34.16
7863-1,3,4,3,US $65.20,US $59.77,US $77.23,7,8,7,US $36.11,US $38.56,US $55.71,5,6,5,US $82.71,US $78.62,US $159.99,2,2,2,US $56.10,US $56.10,US $86.75
7864-1,5,5,5,US $66.68,US $66.68,US $130.02,23,24,23,US $16.57,US $16.25,US $29.53,2,3,2,US $271.10,US $325.32,US $433.76,23,25,23,US $32.79,US $31.80,US $75.91
7865-1,7,9,7,US $235.63,US $240.39,US $271.16,9,11,9,US $86.14,US $81.78,US $108.33,3,3,3,US $289.18,US $289.18,US $325.32,3,3,3,US $129.27,US $129.27,US $151.82
8857-2,,,,,,,,,,,,,,,,,,,,,,,,
8858-2,,,,,,,3,3,3,US $124.29,US $124.29,US $147.86,,,,,,,4,5,4,US $123.70,US $129.32,US $160.00
8860-1,2,2,2,"US $1,044.52","US $1,044.52","US $1,099.00",14,14,14,US $85.80,US $85.80,US $131.02,2,2,2,"US $1,192.31","US $1,192.31","US $1,301.29",38,38,38,US $124.77,US $124.77,US $568.57
1576-1,,,,,,,,,,,,,,,,,,,2,2,2,US $25.58,US $25.58,US $25.64
1701-1,,,,,,,,,,,,,1,1,1,US $4.99,US $4.99,US $4.99,1,1,1,US $2.35,US $2.35,US $2.35
1702-1,,,,,,,2,2,2,US $9.58,US $9.58,US $10.99,,,,,,,4,4,4,US $10.09,US $10.09,US $19.99
1703-1,,,,,,,1,1,1,US $10.00,US $10.00,US $10.00,,,,,,,,,,,,
1704-1,,,,,,,6,6,6,US $40.80,US $40.80,US $64.99,,,,,,,,,,,,
1708-1,,,,,,,,,,,,,,,,,,,,,,,,
1710-1,,,,,,,4,4,4,US $6.25,US $6.25,US $6.99,3,10,3,US $22.14,US $19.24,US $29.00,17,20,17,US $9.47,US $8.79,US $29.98
1711-1,1,1,1,US $37.55,US $37.55,US $37.55,4,4,4,US $13.58,US $13.58,US $15.00,3,4,3,US $57.47,US $52.60,US $83.99,4,4,4,US $28.13,US $28.13,US $41.50
1712-1,2,2,2,US $45.90,US $45.90,US $45.90,4,4,4,US $16.47,US $16.47,US $34.13,2,4,2,US $69.25,US $69.38,US $69.50,12,13,12,US $22.92,US $22.41,US $42.83
1713-1,4,4,4,US $35.81,US $35.81,US $45.00,4,4,4,US $12.96,US $12.96,US $15.00,,,,,,,3,4,3,US $9.02,US $9.51,US $11.00
1720-1,,,,,,,1,1,1,US $30.00,US $30.00,US $30.00,4,10,4,US $171.50,US $173.60,US $181.00,8,8,8,US $30.61,US $30.61,US $44.99
1721-1,1,1,1,US $130.05,US $130.05,US $130.05,1,1,1,US $29.42,US $29.42,US $29.42,3,3,3,US $141.51,US $141.51,US $155.52,7,7,7,US $44.00,US $44.00,US $54.00
1722-1,1,1,1,US $182.75,US $182.75,US $182.75,9,9,9,US $37.48,US $37.48,US $50.00,4,4,4,US $190.00,US $190.00,US $220.00,2,2,2,US $42.50,US $42.50,US $45.00
1723-1,1,1,1,US $459.90,US $459.90,US $459.90,,,,,,,,,,,,,6,6,6,US $49.84,US $49.84,US $59.99
1724-1,,,,,,,,,,,,,,,,,,,1,1,1,US $1.10,US $1.10,US $1.10
1725-1,,,,,,,,,,,,,,,,,,,1,1,1,US $0.89,US $0.89,US $0.89
1726-1,,,,,,,,,,,,,,,,,,,3,4,3,US $0.79,US $0.67,US $1.07
1727-1,,,,,,,,,,,,,1,1,1,US $16.26,US $16.26,US $16.26,,,,,,
1729-1,,,,,,,3,3,3,US $89.81,US $89.81,US $100.00,4,4,4,US $749.89,US $749.89,"US $1,000.00",6,7,6,US $89.33,US $88.65,US $103.64
1730-1,3,4,3,US $14.06,US $14.51,US $15.87,5,5,5,US $3.14,US $3.14,US $3.66,1,1,1,US $10.79,US $10.79,US $10.79,21,28,21,US $4.16,US $4.46,US $8.86
1731-1,8,8,8,US $28.69,US $28.69,US $36.10,19,19,19,US $7.47,US $7.47,US $14.87,1,1,1,US $37.95,US $37.95,US $37.95,5,5,5,US $5.65,US $5.65,US $7.05
1732-1,,,,,,,5,5,5,US $19.98,US $19.98,US $22.08,,,,,,,5,7,5,US $19.49,US $19.80,US $21.93
1733-1,4,6,4,US $94.36,US $98.83,US $108.09,12,13,12,US $11.93,US $11.76,US $21.77,3,3,3,US $83.55,US $83.55,US $92.13,15,17,15,US $12.35,US $12.36,US $18.98
1740-1,,,,,,,,,,,,,,,,,,,,,,,,
1741-1,,,,,,,2,2,2,US $10.00,US $10.00,US $10.99,,,,,,,4,4,4,US $9.85,US $9.85,US $13.93
1742-1,,,,,,,1,1,1,US $24.86,US $24.86,US $24.86,,,,,,,2,2,2,US $24.11,US $24.11,US $26.65
1755-1,,,,,,,,,,,,,,,,,,,,,,,,
1757-1,,,,,,,,,,,,,,,,,,,,,,,,
1775-1,3,3,3,US $74.40,US $74.40,US $84.00,1,1,1,US $45.89,US $45.89,US $45.89,1,1,1,US $120.00,US $120.00,US $120.00,7,7,7,US $56.72,US $56.72,US $74.45
1790-1,,,,,,,,,,,,,,,,,,,,,,,,
1798-1,,,,,,,1,1,1,US $15.06,US $15.06,US $15.06,1,1,1,US $195.19,US $195.19,US $195.19,4,4,4,US $39.50,US $39.50,US $59.63
1865-1,,,,,,,2,2,2,US $2.66,US $2.66,US $3.25,5,11,5,US $13.03,US $9.89,US $17.92,5,5,5,US $3.87,US $3.87,US $5.50
1871-1,,,,,,,5,5,5,US $14.81,US $14.81,US $19.06,,,,,,,7,8,7,US $16.55,US $16.85,US $18.98
1872-1,,,,,,,7,7,7,US $22.23,US $22.23,US $26.64,,,,,,,2,4,2,US $26.36,US $27.55,US $28.74
1873-1,,,,,,,2,2,2,US $40.53,US $40.53,US $47.41,,,,,,,2,2,2,US $32.83,US $32.83,US $40.67
1900-2,,,,,,,,,,,,,,,,,,,,,,,,
1906-1,1,1,1,US $541.37,US $541.37,US $541.37,6,6,6,US $113.29,US $113.29,US $137.18,2,2,2,US $387.50,US $387.50,US $475.00,15,15,15,US $120.32,US $120.32,US $156.13
1922-1,,,,,,,,,,,,,,,,,,,,,,,,
1945-1,,,,,,,,,,,,,,,,,,,1,1,1,US $12.39,US $12.39,US $12.39
2317-1,,,,,,,1,1,1,US $13.56,US $13.56,US $13.56,,,,,,,2,10,2,US $5.62,US $7.07,US $7.44
2327-1,,,,,,,,,,,,,,,,,,,2,2,2,US $8.91,US $8.91,US $9.15
2337-1,,,,,,,,,,,,,,,,,,,,,,,,
2347-1,,,,,,,,,,,,,,,,,,,,,,,,
2359-1,,,,,,,,,,,,,,,,,,,,,,,,
2380-1,,,,,,,,,,,,,,,,,,,,,,,,
2390-1,,,,,,,,,,,,,,,,,,,,,,,,
2393-1,,,,,,,,,,,,,,,,,,,1,1,1,US $16.50,US $16.50,US $16.50
2394-1,,,,,,,,,,,,,,,,,,,2,3,2,US $24.78,US $24.78,US $24.78
2396-1,,,,,,,,,,,,,,,,,,,2,3,2,US $18.50,US $17.44,US $21.69
2397-1,,,,,,,,,,,,,,,,,,,,,,,,
2398-1,,,,,,,,,,,,,,,,,,,,,,,,
